fiscal_year,fiscal_year_start,triage_level,ctas_urgency_score,visit_disposition,main_problem,admission_status,ed_visits,median_los_minutes,median_los_hours,admission_flag
2015-2016,2015,CTAS II - Emergent,2,Not Seen Or Left,Influenzal Pneumonia,Not Admitted,0,372,6.2,0
2015-2016,2015,CTAS II - Emergent,2,Not Seen Or Left,Motor Vehicle Collisions,Not Admitted,440,156,2.6,0
2015-2016,2015,CTAS II - Emergent,2,Not Seen Or Left,Pneumonia,Not Admitted,125,270,4.5,0
2015-2016,2015,CTAS II - Emergent,2,Not Seen Or Left,Trauma,Not Admitted,3379,138,2.3,0
2015-2016,2015,CTAS II - Emergent,2,Not Seen Or Left,Unintentional Falls,Not Admitted,809,156,2.6,0
2015-2016,2015,CTAS II - Emergent,2,Total,Acute Myocardial Infarction,Not Admitted,16810,366,6.1,0
2015-2016,2015,CTAS II - Emergent,2,Total,Any,Not Admitted,1846797,276,4.6,0
2015-2016,2015,CTAS II - Emergent,2,Total,Asthma,Not Admitted,18009,228,3.8,0
2015-2016,2015,CTAS II - Emergent,2,Total,Influenzal Pneumonia,Not Admitted,269,336,5.6,0
2015-2016,2015,CTAS II - Emergent,2,Total,Motor Vehicle Collisions,Not Admitted,32571,210,3.5,0
2015-2016,2015,CTAS II - Emergent,2,Total,Pneumonia,Not Admitted,34820,360,6.0,0
2015-2016,2015,CTAS II - Emergent,2,Total,Trauma,Not Admitted,192976,198,3.3,0
2015-2016,2015,CTAS II - Emergent,2,Total,Unintentional Falls,Not Admitted,66839,240,4.0,0
2015-2016,2015,CTAS II - Emergent,2,Transferred,Acute Myocardial Infarction,Not Admitted,4120,114,1.9,0
2015-2016,2015,CTAS II - Emergent,2,Transferred,Any,Not Admitted,54311,246,4.1,0
2015-2016,2015,CTAS II - Emergent,2,Transferred,Asthma,Not Admitted,392,291,4.85,0
2015-2016,2015,CTAS II - Emergent,2,Transferred,Influenzal Pneumonia,Not Admitted,9,330,5.5,0
2015-2016,2015,CTAS II - Emergent,2,Transferred,Motor Vehicle Collisions,Not Admitted,1982,204,3.4,0
2015-2016,2015,CTAS II - Emergent,2,Transferred,Pneumonia,Not Admitted,1144,258,4.3,0
2015-2016,2015,CTAS II - Emergent,2,Transferred,Trauma,Not Admitted,7939,198,3.3,0
2015-2016,2015,CTAS II - Emergent,2,Transferred,Unintentional Falls,Not Admitted,3059,228,3.8,0
2015-2016,2015,CTAS II - Emergent,2,Unknown,Acute Myocardial Infarction,Not Admitted,0,0,0.0,0
2015-2016,2015,CTAS II - Emergent,2,Unknown,Any,Not Admitted,0,0,0.0,0
2015-2016,2015,CTAS II - Emergent,2,Unknown,Asthma,Not Admitted,0,0,0.0,0
2015-2016,2015,CTAS II - Emergent,2,Unknown,Influenzal Pneumonia,Not Admitted,0,0,0.0,0
2015-2016,2015,CTAS II - Emergent,2,Unknown,Motor Vehicle Collisions,Not Admitted,0,0,0.0,0
2015-2016,2015,CTAS II - Emergent,2,Unknown,Pneumonia,Not Admitted,0,0,0.0,0
2015-2016,2015,CTAS II - Emergent,2,Unknown,Trauma,Not Admitted,0,0,0.0,0
2015-2016,2015,CTAS II - Emergent,2,Unknown,Unintentional Falls,Not Admitted,0,0,0.0,0
2015-2016,2015,CTAS III - Urgent,3,Admitted,Acute Myocardial Infarction,Admitted,4124,540,9.0,1
2015-2016,2015,Less urgent,3,Admitted,Acute Myocardial Infarction,Admitted,327,474,7.9,1
2015-2016,2015,Non-urgent,3,Admitted,Acute Myocardial Infarction,Admitted,33,330,5.5,1
2015-2016,2015,Unknown,3,Admitted,Acute Myocardial Infarction,Admitted,82,147,2.45,1
2015-2016,2015,CTAS III - Urgent,3,Admitted,Any,Admitted,507800,606,10.1,1
2015-2016,2015,Less urgent,3,Admitted,Any,Admitted,69052,474,7.9,1
2015-2016,2015,Non-urgent,3,Admitted,Any,Admitted,7944,396,6.6,1
2015-2016,2015,Unknown,3,Admitted,Any,Admitted,5314,192,3.2,1
2015-2016,2015,CTAS III - Urgent,3,Admitted,Asthma,Admitted,1522,534,8.9,1
2015-2016,2015,Less urgent,3,Admitted,Asthma,Admitted,97,396,6.6,1
2015-2016,2015,Non-urgent,3,Admitted,Asthma,Admitted,11,420,7.0,1
2015-2016,2015,Unknown,3,Admitted,Asthma,Admitted,17,252,4.2,1
2015-2016,2015,CTAS III - Urgent,3,Admitted,Influenzal Pneumonia,Admitted,89,822,13.7,1
2015-2016,2015,Less urgent,3,Admitted,Influenzal Pneumonia,Admitted,10,849,14.15,1
2015-2016,2015,Non-urgent,3,Admitted,Influenzal Pneumonia,Admitted,0,0,0.0,1
2015-2016,2015,Unknown,3,Admitted,Influenzal Pneumonia,Admitted,0,225,3.75,1
2015-2016,2015,CTAS III - Urgent,3,Admitted,Motor Vehicle Collisions,Admitted,2496,408,6.8,1
2015-2016,2015,Less urgent,3,Admitted,Motor Vehicle Collisions,Admitted,459,366,6.1,1
2015-2016,2015,Non-urgent,3,Admitted,Motor Vehicle Collisions,Admitted,36,297,4.95,1
2015-2016,2015,Unknown,3,Admitted,Motor Vehicle Collisions,Admitted,50,204,3.4,1
2015-2016,2015,CTAS III - Urgent,3,Admitted,Pneumonia,Admitted,14294,624,10.4,1
2015-2016,2015,Less urgent,3,Admitted,Pneumonia,Admitted,1434,396,6.6,1
2015-2016,2015,Non-urgent,3,Admitted,Pneumonia,Admitted,98,471,7.85,1
2015-2016,2015,Unknown,3,Admitted,Pneumonia,Admitted,210,192,3.2,1
2015-2016,2015,CTAS III - Urgent,3,Admitted,Trauma,Admitted,38778,486,8.1,1
2015-2016,2015,Less urgent,3,Admitted,Trauma,Admitted,6641,405,6.75,1
2015-2016,2015,Non-urgent,3,Admitted,Trauma,Admitted,453,312,5.2,1
2015-2016,2015,Unknown,3,Admitted,Trauma,Admitted,332,198,3.3,1
2015-2016,2015,CTAS III - Urgent,3,Admitted,Unintentional Falls,Admitted,28732,510,8.5,1
2015-2016,2015,Less urgent,3,Admitted,Unintentional Falls,Admitted,4223,438,7.3,1
2015-2016,2015,Non-urgent,3,Admitted,Unintentional Falls,Admitted,223,351,5.85,1
2015-2016,2015,Unknown,3,Admitted,Unintentional Falls,Admitted,201,222,3.7,1
2015-2016,2015,CTAS III - Urgent,3,Death,Acute Myocardial Infarction,Not Admitted,26,174,2.9,0
2015-2016,2015,Less urgent,3,Death,Acute Myocardial Infarction,Not Admitted,0,165,2.75,0
2015-2016,2015,Non-urgent,3,Death,Acute Myocardial Infarction,Not Admitted,0,0,0.0,0
2015-2016,2015,Unknown,3,Death,Acute Myocardial Infarction,Not Admitted,10,51,0.85,0
2015-2016,2015,CTAS III - Urgent,3,Death,Any,Not Admitted,438,294,4.9,0
2015-2016,2015,Less urgent,3,Death,Any,Not Admitted,98,150,2.5,0
2015-2016,2015,Non-urgent,3,Death,Any,Not Admitted,68,36,0.6,0
2015-2016,2015,Unknown,3,Death,Any,Not Admitted,105,30,0.5,0
2015-2016,2015,CTAS III - Urgent,3,Death,Asthma,Not Admitted,0,0,0.0,0
2015-2016,2015,Less urgent,3,Death,Asthma,Not Admitted,0,0,0.0,0
2015-2016,2015,Non-urgent,3,Death,Asthma,Not Admitted,0,102,1.7,0
2015-2016,2015,Unknown,3,Death,Asthma,Not Admitted,0,0,0.0,0
2015-2016,2015,CTAS III - Urgent,3,Death,Influenzal Pneumonia,Not Admitted,0,0,0.0,0
2015-2016,2015,Less urgent,3,Death,Influenzal Pneumonia,Not Admitted,0,0,0.0,0
2015-2016,2015,Non-urgent,3,Death,Influenzal Pneumonia,Not Admitted,0,0,0.0,0
2015-2016,2015,Unknown,3,Death,Influenzal Pneumonia,Not Admitted,0,0,0.0,0
2015-2016,2015,CTAS III - Urgent,3,Death,Motor Vehicle Collisions,Not Admitted,0,48,0.8,0
2015-2016,2015,Less urgent,3,Death,Motor Vehicle Collisions,Not Admitted,0,99,1.65,0
2015-2016,2015,Non-urgent,3,Death,Motor Vehicle Collisions,Not Admitted,0,0,0.0,0
2015-2016,2015,Unknown,3,Death,Motor Vehicle Collisions,Not Admitted,6,12,0.2,0
2015-2016,2015,CTAS III - Urgent,3,Death,Pneumonia,Not Admitted,8,630,10.5,0
2015-2016,2015,Less urgent,3,Death,Pneumonia,Not Admitted,0,588,9.8,0
2015-2016,2015,Non-urgent,3,Death,Pneumonia,Not Admitted,0,0,0.0,0
2015-2016,2015,Unknown,3,Death,Pneumonia,Not Admitted,0,84,1.4,0
2015-2016,2015,CTAS III - Urgent,3,Death,Trauma,Not Admitted,28,324,5.4,0
2015-2016,2015,Less urgent,3,Death,Trauma,Not Admitted,17,66,1.1,0
2015-2016,2015,Non-urgent,3,Death,Trauma,Not Admitted,0,120,2.0,0
2015-2016,2015,Unknown,3,Death,Trauma,Not Admitted,9,12,0.2,0
2015-2016,2015,CTAS III - Urgent,3,Death,Unintentional Falls,Not Admitted,20,360,6.0,0
2015-2016,2015,Less urgent,3,Death,Unintentional Falls,Not Admitted,7,84,1.4,0
2015-2016,2015,Non-urgent,3,Death,Unintentional Falls,Not Admitted,0,0,0.0,0
2015-2016,2015,Unknown,3,Death,Unintentional Falls,Not Admitted,0,0,0.0,0
2015-2016,2015,CTAS III - Urgent,3,Discharged Home,Acute Myocardial Infarction,Not Admitted,228,348,5.8,0
2015-2016,2015,Less urgent,3,Discharged Home,Acute Myocardial Infarction,Not Admitted,37,264,4.4,0
2015-2016,2015,Non-urgent,3,Discharged Home,Acute Myocardial Infarction,Not Admitted,8,90,1.5,0
2015-2016,2015,Unknown,3,Discharged Home,Acute Myocardial Infarction,Not Admitted,0,474,7.9,0
2015-2016,2015,CTAS III - Urgent,3,Discharged Home,Any,Not Admitted,3978836,174,2.9,0
2015-2016,2015,Less urgent,3,Discharged Home,Any,Not Admitted,3367344,108,1.8,0
2015-2016,2015,Non-urgent,3,Discharged Home,Any,Not Admitted,622417,78,1.3,0
2015-2016,2015,Unknown,3,Discharged Home,Any,Not Admitted,84119,66,1.1,0
2015-2016,2015,CTAS III - Urgent,3,Discharged Home,Asthma,Not Admitted,28641,156,2.6,0
2015-2016,2015,Less urgent,3,Discharged Home,Asthma,Not Admitted,13189,108,1.8,0
2015-2016,2015,Non-urgent,3,Discharged Home,Asthma,Not Admitted,1522,78,1.3,0
2015-2016,2015,Unknown,3,Discharged Home,Asthma,Not Admitted,386,72,1.2,0
2015-2016,2015,CTAS III - Urgent,3,Discharged Home,Influenzal Pneumonia,Not Admitted,433,192,3.2,0
2015-2016,2015,Less urgent,3,Discharged Home,Influenzal Pneumonia,Not Admitted,242,138,2.3,0
2015-2016,2015,Non-urgent,3,Discharged Home,Influenzal Pneumonia,Not Admitted,21,156,2.6,0
2015-2016,2015,Unknown,3,Discharged Home,Influenzal Pneumonia,Not Admitted,5,72,1.2,0
2015-2016,2015,CTAS III - Urgent,3,Discharged Home,Motor Vehicle Collisions,Not Admitted,68163,144,2.4,0
2015-2016,2015,Less urgent,3,Discharged Home,Motor Vehicle Collisions,Not Admitted,46958,114,1.9,0
2015-2016,2015,Non-urgent,3,Discharged Home,Motor Vehicle Collisions,Not Admitted,3012,96,1.6,0
2015-2016,2015,Unknown,3,Discharged Home,Motor Vehicle Collisions,Not Admitted,901,84,1.4,0
2015-2016,2015,CTAS III - Urgent,3,Discharged Home,Pneumonia,Not Admitted,46391,180,3.0,0
2015-2016,2015,Less urgent,3,Discharged Home,Pneumonia,Not Admitted,23843,126,2.1,0
2015-2016,2015,Non-urgent,3,Discharged Home,Pneumonia,Not Admitted,1899,114,1.9,0
2015-2016,2015,Unknown,3,Discharged Home,Pneumonia,Not Admitted,476,102,1.7,0
2015-2016,2015,CTAS III - Urgent,3,Discharged Home,Trauma,Not Admitted,648107,138,2.3,0
2015-2016,2015,Less urgent,3,Discharged Home,Trauma,Not Admitted,871123,108,1.8,0
2015-2016,2015,Non-urgent,3,Discharged Home,Trauma,Not Admitted,76457,90,1.5,0
2015-2016,2015,Unknown,3,Discharged Home,Trauma,Not Admitted,11178,72,1.2,0
2015-2016,2015,CTAS III - Urgent,3,Discharged Home,Unintentional Falls,Not Admitted,231291,156,2.6,0
2015-2016,2015,Less urgent,3,Discharged Home,Unintentional Falls,Not Admitted,237011,114,1.9,0
2015-2016,2015,Non-urgent,3,Discharged Home,Unintentional Falls,Not Admitted,14247,102,1.7,0
2015-2016,2015,Unknown,3,Discharged Home,Unintentional Falls,Not Admitted,2800,84,1.4,0
2015-2016,2015,CTAS III - Urgent,3,Intra-Facility Transfer,Acute Myocardial Infarction,Not Admitted,14,165,2.75,0
2015-2016,2015,Less urgent,3,Intra-Facility Transfer,Acute Myocardial Infarction,Not Admitted,0,24,0.4,0
2015-2016,2015,Non-urgent,3,Intra-Facility Transfer,Acute Myocardial Infarction,Not Admitted,0,0,0.0,0
2015-2016,2015,Unknown,3,Intra-Facility Transfer,Acute Myocardial Infarction,Not Admitted,0,6,0.1,0
2015-2016,2015,CTAS III - Urgent,3,Intra-Facility Transfer,Any,Not Admitted,16760,216,3.6,0
2015-2016,2015,Less urgent,3,Intra-Facility Transfer,Any,Not Admitted,7306,156,2.6,0
2015-2016,2015,Non-urgent,3,Intra-Facility Transfer,Any,Not Admitted,1423,102,1.7,0
2015-2016,2015,Unknown,3,Intra-Facility Transfer,Any,Not Admitted,149,54,0.9,0
2015-2016,2015,CTAS III - Urgent,3,Intra-Facility Transfer,Asthma,Not Admitted,31,210,3.5,0
2015-2016,2015,Less urgent,3,Intra-Facility Transfer,Asthma,Not Admitted,0,159,2.65,0
2015-2016,2015,Non-urgent,3,Intra-Facility Transfer,Asthma,Not Admitted,0,0,0.0,0
2015-2016,2015,Unknown,3,Intra-Facility Transfer,Asthma,Not Admitted,0,0,0.0,0
2015-2016,2015,CTAS III - Urgent,3,Intra-Facility Transfer,Influenzal Pneumonia,Not Admitted,0,0,0.0,0
2015-2016,2015,Less urgent,3,Intra-Facility Transfer,Influenzal Pneumonia,Not Admitted,0,0,0.0,0
2015-2016,2015,Non-urgent,3,Intra-Facility Transfer,Influenzal Pneumonia,Not Admitted,0,0,0.0,0
2015-2016,2015,Unknown,3,Intra-Facility Transfer,Influenzal Pneumonia,Not Admitted,0,0,0.0,0
2015-2016,2015,CTAS III - Urgent,3,Intra-Facility Transfer,Motor Vehicle Collisions,Not Admitted,118,189,3.15,0
2015-2016,2015,Less urgent,3,Intra-Facility Transfer,Motor Vehicle Collisions,Not Admitted,52,225,3.75,0
2015-2016,2015,Non-urgent,3,Intra-Facility Transfer,Motor Vehicle Collisions,Not Admitted,5,78,1.3,0
2015-2016,2015,Unknown,3,Intra-Facility Transfer,Motor Vehicle Collisions,Not Admitted,0,228,3.8,0
2015-2016,2015,CTAS III - Urgent,3,Intra-Facility Transfer,Pneumonia,Not Admitted,70,216,3.6,0
2015-2016,2015,Less urgent,3,Intra-Facility Transfer,Pneumonia,Not Admitted,7,306,5.1,0
2015-2016,2015,Non-urgent,3,Intra-Facility Transfer,Pneumonia,Not Admitted,0,0,0.0,0
2015-2016,2015,Unknown,3,Intra-Facility Transfer,Pneumonia,Not Admitted,0,0,0.0,0
2015-2016,2015,CTAS III - Urgent,3,Intra-Facility Transfer,Trauma,Not Admitted,2083,204,3.4,0
2015-2016,2015,Less urgent,3,Intra-Facility Transfer,Trauma,Not Admitted,1026,159,2.65,0
2015-2016,2015,Non-urgent,3,Intra-Facility Transfer,Trauma,Not Admitted,119,96,1.6,0
2015-2016,2015,Unknown,3,Intra-Facility Transfer,Trauma,Not Admitted,24,180,3.0,0
2015-2016,2015,CTAS III - Urgent,3,Intra-Facility Transfer,Unintentional Falls,Not Admitted,566,192,3.2,0
2015-2016,2015,Less urgent,3,Intra-Facility Transfer,Unintentional Falls,Not Admitted,312,162,2.7,0
2015-2016,2015,Non-urgent,3,Intra-Facility Transfer,Unintentional Falls,Not Admitted,24,114,1.9,0
2015-2016,2015,Unknown,3,Intra-Facility Transfer,Unintentional Falls,Not Admitted,7,216,3.6,0
2015-2016,2015,CTAS III - Urgent,3,Not Seen Or Left,Acute Myocardial Infarction,Not Admitted,30,291,4.85,0
2015-2016,2015,Less urgent,3,Not Seen Or Left,Acute Myocardial Infarction,Not Admitted,0,180,3.0,0
2015-2016,2015,Non-urgent,3,Not Seen Or Left,Acute Myocardial Infarction,Not Admitted,0,156,2.6,0
2015-2016,2015,Unknown,3,Not Seen Or Left,Acute Myocardial Infarction,Not Admitted,0,0,0.0,0
2015-2016,2015,CTAS III - Urgent,3,Not Seen Or Left,Any,Not Admitted,192537,138,2.3,0
2015-2016,2015,Less urgent,3,Not Seen Or Left,Any,Not Admitted,155094,120,2.0,0
2015-2016,2015,Non-urgent,3,Not Seen Or Left,Any,Not Admitted,35582,96,1.6,0
2015-2016,2015,Unknown,3,Not Seen Or Left,Any,Not Admitted,26154,36,0.6,0
2015-2016,2015,CTAS III - Urgent,3,Not Seen Or Left,Asthma,Not Admitted,330,138,2.3,0
2015-2016,2015,Less urgent,3,Not Seen Or Left,Asthma,Not Admitted,97,126,2.1,0
2015-2016,2015,Non-urgent,3,Not Seen Or Left,Asthma,Not Admitted,13,69,1.15,0
2015-2016,2015,Unknown,3,Not Seen Or Left,Asthma,Not Admitted,10,165,2.75,0
2015-2016,2015,CTAS III - Urgent,3,Not Seen Or Left,Influenzal Pneumonia,Not Admitted,0,222,3.7,0
2015-2016,2015,Less urgent,3,Not Seen Or Left,Influenzal Pneumonia,Not Admitted,0,48,0.8,0
2015-2016,2015,Non-urgent,3,Not Seen Or Left,Influenzal Pneumonia,Not Admitted,0,0,0.0,0
2015-2016,2015,Unknown,3,Not Seen Or Left,Influenzal Pneumonia,Not Admitted,0,0,0.0,0
2015-2016,2015,CTAS III - Urgent,3,Not Seen Or Left,Motor Vehicle Collisions,Not Admitted,1699,132,2.2,0
2015-2016,2015,Less urgent,3,Not Seen Or Left,Motor Vehicle Collisions,Not Admitted,1302,120,2.0,0
2015-2016,2015,Non-urgent,3,Not Seen Or Left,Motor Vehicle Collisions,Not Admitted,89,120,2.0,0
2015-2016,2015,Unknown,3,Not Seen Or Left,Motor Vehicle Collisions,Not Admitted,33,120,2.0,0
2015-2016,2015,CTAS III - Urgent,3,Not Seen Or Left,Pneumonia,Not Admitted,175,210,3.5,0
2015-2016,2015,Less urgent,3,Not Seen Or Left,Pneumonia,Not Admitted,70,192,3.2,0
2015-2016,2015,Non-urgent,3,Not Seen Or Left,Pneumonia,Not Admitted,9,84,1.4,0
2015-2016,2015,Unknown,3,Not Seen Or Left,Pneumonia,Not Admitted,5,36,0.6,0
2015-2016,2015,CTAS III - Urgent,3,Not Seen Or Left,Trauma,Not Admitted,18689,126,2.1,0
2015-2016,2015,Less urgent,3,Not Seen Or Left,Trauma,Not Admitted,26281,114,1.9,0
2015-2016,2015,Non-urgent,3,Not Seen Or Left,Trauma,Not Admitted,3065,90,1.5,0
2015-2016,2015,Unknown,3,Not Seen Or Left,Trauma,Not Admitted,1172,42,0.7,0
2015-2016,2015,CTAS III - Urgent,3,Not Seen Or Left,Unintentional Falls,Not Admitted,5004,132,2.2,0
2015-2016,2015,Less urgent,3,Not Seen Or Left,Unintentional Falls,Not Admitted,5597,114,1.9,0
2015-2016,2015,Non-urgent,3,Not Seen Or Left,Unintentional Falls,Not Admitted,361,102,1.7,0
2015-2016,2015,Unknown,3,Not Seen Or Left,Unintentional Falls,Not Admitted,140,45,0.75,0
2015-2016,2015,CTAS III - Urgent,3,Total,Acute Myocardial Infarction,Not Admitted,5459,456,7.6,0
2015-2016,2015,Less urgent,3,Total,Acute Myocardial Infarction,Not Admitted,470,384,6.4,0
2015-2016,2015,Non-urgent,3,Total,Acute Myocardial Infarction,Not Admitted,53,309,5.15,0
2015-2016,2015,Unknown,3,Total,Acute Myocardial Infarction,Not Admitted,161,138,2.3,0
2015-2016,2015,CTAS III - Urgent,3,Total,Any,Not Admitted,4754163,192,3.2,0
2015-2016,2015,Less urgent,3,Total,Any,Not Admitted,3613185,108,1.8,0
2015-2016,2015,Non-urgent,3,Total,Any,Not Admitted,669562,84,1.4,0
2015-2016,2015,Unknown,3,Total,Any,Not Admitted,117215,72,1.2,0
2015-2016,2015,CTAS III - Urgent,3,Total,Asthma,Not Admitted,30685,162,2.7,0
2015-2016,2015,Less urgent,3,Total,Asthma,Not Admitted,13396,108,1.8,0
2015-2016,2015,Non-urgent,3,Total,Asthma,Not Admitted,1546,84,1.4,0
2015-2016,2015,Unknown,3,Total,Asthma,Not Admitted,413,78,1.3,0
2015-2016,2015,CTAS III - Urgent,3,Total,Influenzal Pneumonia,Not Admitted,522,222,3.7,0
2015-2016,2015,Less urgent,3,Total,Influenzal Pneumonia,Not Admitted,252,144,2.4,0
2015-2016,2015,Non-urgent,3,Total,Influenzal Pneumonia,Not Admitted,21,156,2.6,0
2015-2016,2015,Unknown,3,Total,Influenzal Pneumonia,Not Admitted,5,108,1.8,0
2015-2016,2015,CTAS III - Urgent,3,Total,Motor Vehicle Collisions,Not Admitted,73712,150,2.5,0
2015-2016,2015,Less urgent,3,Total,Motor Vehicle Collisions,Not Admitted,48991,114,1.9,0
2015-2016,2015,Non-urgent,3,Total,Motor Vehicle Collisions,Not Admitted,3153,96,1.6,0
2015-2016,2015,Unknown,3,Total,Motor Vehicle Collisions,Not Admitted,1079,90,1.5,0
2015-2016,2015,CTAS III - Urgent,3,Total,Pneumonia,Not Admitted,61868,222,3.7,0
2015-2016,2015,Less urgent,3,Total,Pneumonia,Not Admitted,25499,132,2.2,0
2015-2016,2015,Non-urgent,3,Total,Pneumonia,Not Admitted,2016,114,1.9,0
2015-2016,2015,Unknown,3,Total,Pneumonia,Not Admitted,711,117,1.95,0
2015-2016,2015,CTAS III - Urgent,3,Total,Trauma,Not Admitted,717512,144,2.4,0
2015-2016,2015,Less urgent,3,Total,Trauma,Not Admitted,907714,108,1.8,0
2015-2016,2015,Non-urgent,3,Total,Trauma,Not Admitted,80299,90,1.5,0
2015-2016,2015,Unknown,3,Total,Trauma,Not Admitted,13031,72,1.2,0
2015-2016,2015,CTAS III - Urgent,3,Total,Unintentional Falls,Not Admitted,271177,174,2.9,0
2015-2016,2015,Less urgent,3,Total,Unintentional Falls,Not Admitted,248433,120,2.0,0
2015-2016,2015,Non-urgent,3,Total,Unintentional Falls,Not Admitted,14932,102,1.7,0
2015-2016,2015,Unknown,3,Total,Unintentional Falls,Not Admitted,3267,90,1.5,0
2015-2016,2015,CTAS III - Urgent,3,Transferred,Acute Myocardial Infarction,Not Admitted,1037,234,3.9,0
2015-2016,2015,Less urgent,3,Transferred,Acute Myocardial Infarction,Not Admitted,106,261,4.35,0
2015-2016,2015,Non-urgent,3,Transferred,Acute Myocardial Infarction,Not Admitted,12,279,4.65,0
2015-2016,2015,Unknown,3,Transferred,Acute Myocardial Infarction,Not Admitted,69,141,2.35,0
2015-2016,2015,CTAS III - Urgent,3,Transferred,Any,Not Admitted,57792,270,4.5,0
2015-2016,2015,Less urgent,3,Transferred,Any,Not Admitted,14291,228,3.8,0
2015-2016,2015,Non-urgent,3,Transferred,Any,Not Admitted,2128,174,2.9,0
2015-2016,2015,Unknown,3,Transferred,Any,Not Admitted,1374,168,2.8,0
2015-2016,2015,CTAS III - Urgent,3,Transferred,Asthma,Not Admitted,161,336,5.6,0
2015-2016,2015,Less urgent,3,Transferred,Asthma,Not Admitted,13,240,4.0,0
2015-2016,2015,Non-urgent,3,Transferred,Asthma,Not Admitted,0,36,0.6,0
2015-2016,2015,Unknown,3,Transferred,Asthma,Not Admitted,0,732,12.2,0
2015-2016,2015,CTAS III - Urgent,3,Transferred,Influenzal Pneumonia,Not Admitted,0,462,7.7,0
2015-2016,2015,Less urgent,3,Transferred,Influenzal Pneumonia,Not Admitted,0,432,7.2,0
2015-2016,2015,Non-urgent,3,Transferred,Influenzal Pneumonia,Not Admitted,0,0,0.0,0
2015-2016,2015,Unknown,3,Transferred,Influenzal Pneumonia,Not Admitted,0,0,0.0,0
2015-2016,2015,CTAS III - Urgent,3,Transferred,Motor Vehicle Collisions,Not Admitted,1236,216,3.6,0
2015-2016,2015,Less urgent,3,Transferred,Motor Vehicle Collisions,Not Admitted,220,192,3.2,0
2015-2016,2015,Non-urgent,3,Transferred,Motor Vehicle Collisions,Not Admitted,11,123,2.05,0
2015-2016,2015,Unknown,3,Transferred,Motor Vehicle Collisions,Not Admitted,89,126,2.1,0
2015-2016,2015,CTAS III - Urgent,3,Transferred,Pneumonia,Not Admitted,930,288,4.8,0
2015-2016,2015,Less urgent,3,Transferred,Pneumonia,Not Admitted,145,264,4.4,0
2015-2016,2015,Non-urgent,3,Transferred,Pneumonia,Not Admitted,10,321,5.35,0
2015-2016,2015,Unknown,3,Transferred,Pneumonia,Not Admitted,20,195,3.25,0
2015-2016,2015,CTAS III - Urgent,3,Transferred,Trauma,Not Admitted,9827,234,3.9,0
2015-2016,2015,Less urgent,3,Transferred,Trauma,Not Admitted,2626,198,3.3,0
2015-2016,2015,Non-urgent,3,Transferred,Trauma,Not Admitted,205,174,2.9,0
2015-2016,2015,Unknown,3,Transferred,Trauma,Not Admitted,316,150,2.5,0
2015-2016,2015,CTAS III - Urgent,3,Transferred,Unintentional Falls,Not Admitted,5564,270,4.5,0
2015-2016,2015,Less urgent,3,Transferred,Unintentional Falls,Not Admitted,1283,234,3.9,0
2015-2016,2015,Non-urgent,3,Transferred,Unintentional Falls,Not Admitted,77,252,4.2,0
2015-2016,2015,Unknown,3,Transferred,Unintentional Falls,Not Admitted,119,174,2.9,0
2015-2016,2015,CTAS III - Urgent,3,Unknown,Acute Myocardial Infarction,Not Admitted,0,0,0.0,0
2015-2016,2015,Less urgent,3,Unknown,Acute Myocardial Infarction,Not Admitted,0,0,0.0,0
2015-2016,2015,Non-urgent,3,Unknown,Acute Myocardial Infarction,Not Admitted,0,0,0.0,0
2015-2016,2015,Unknown,3,Unknown,Acute Myocardial Infarction,Not Admitted,0,0,0.0,0
2015-2016,2015,CTAS III - Urgent,3,Unknown,Any,Not Admitted,0,0,0.0,0
2015-2016,2015,Less urgent,3,Unknown,Any,Not Admitted,0,0,0.0,0
2015-2016,2015,Non-urgent,3,Unknown,Any,Not Admitted,0,0,0.0,0
2015-2016,2015,Unknown,3,Unknown,Any,Not Admitted,0,0,0.0,0
2015-2016,2015,CTAS III - Urgent,3,Unknown,Asthma,Not Admitted,0,0,0.0,0
